Order ID,Product Category,Profit,Revenue,Cost ,Date
ORD-202537754,Furniture,20306,66341,46035,5/27/2024
ORD-202410339,furniture,34257,"$231,781 ","$197,524 ",30-01-2022
ORD-202552011,furniture,"$20,247 ","$75,006 ","54,759",9/17/2024
ORD-202626123,Home Appliances,27754,131875,104121,10/16/2024
ORD-202382890,electronics,"$17,985 ","$128,257 ","110,272",29-05-2022
ORD-202678253,Home Appliances,,142699,134049,6/27/2025
ORD-202620656,HOME APPLIANCES,50538,264627,214089,3/31/2026
ORD-202393671,HOME APPLIANCES,53726,"$183,821 ","$130,095 ",6/3/2022
ORD-202368639,furniture,28884,"$86,985 ","$58,101 ",9/8/2023
ORD-202222533,nan,57607,216085,158478,6/18/2022
ORD-202220071,furniture,"$92,977 ","$291,474 ","198,497",11/3/2023
ORD-202467471,HOME APPLIANCES,"$5,513 ","$17,246 ","11,733",12/6/2025
ORD-202240030,HOME APPLIANCES,19479,122568,103089,8/7/2023
ORD-202537754,None,78200,"$275,737 ","$197,537 ",3/23/2022
ORD-202417431,HOME APPLIANCES,"$13,194 ","$101,049 ","87,855",12/13/2024
ORD-202459169,nan,"$34,142 ","$223,257 ","189,115",9/2/2023
ORD-202465163,Home Appliances,30666,"$275,931 ","$245,265 ",9/4/2022
ORD-202265703,Furniture,5339,49192,43853,11/14/2022
ORD-202228391,None,None,"$127,474 ","114,604",9/14/2026
ORD-202245814,None,"$54,098 ","$291,310 ","237,212",5/10/2022
ORD-202465163,HOME APPLIANCES,82764,268687,185923,7/9/2026
ORD-202660765,electronics,16268,286604,270336,2/16/2023
ORD-202586184,None,3018,"$17,314 ","$14,296 ",10/9/2023
ORD-202242027,None,"$31,180 ","$133,352 ","102,172",9/29/2023
ORD-202328802,electronics,"$29,383 ","$89,688 ","60,305",2/12/2025
ORD-202511522,Furniture,23940,130058,106118,5/28/2023
ORD-202669727,Furniture,6386,49590,43204,10/19/2022
ORD-202381544,Home Appliances,"$22,415 ","$131,093 ","108,678",11/28/2025
ORD-202440629,Home Appliances,15735,52630,36895,5/27/2025
ORD-202484306,electronics,34989,"$107,007 ","$72,018 ",4/13/2022
ORD-202239058,Furniture,18848,126190,107342,31-08-2022
ORD-202696791,HOME APPLIANCES,"$95,004 ","$279,829 ","184,825",4/2/2024
ORD-202664442,electronics,13553,158712,145159,12/7/2022
ORD-202282133,Electronics,"$6,518 ","$24,986 ","18,468",12/14/2022
ORD-202553834,furniture,27968,149956,121988,6/8/2026
ORD-202243455,electronics,"$20,834 ","$137,620 ","116,786",26-07-2022
ORD-202327552,Furniture,"$9,438 ","$35,901 ","26,463",6/1/2023
ORD-202417431,furniture,"$18,779 ","$59,999 ","41,220",4/8/2026
ORD-202478887,nan,21770,188430,166660,5/11/2024
ORD-202590656,nan,"$31,832 ","$271,292 ","239,460",2/22/2025
ORD-202532609,HOME APPLIANCES,9072,74616,65544,10/20/2022
ORD-202552896,nan,8312,26123,17811,6/19/2025
ORD-202632389,HOME APPLIANCES,19879,"$91,714 ","$71,835 ",10/20/2024
ORD-202443470,nan,"$11,113 ","$32,571 ","21,458",5/23/2026
ORD-202534106,nan,"$76,623 ","$238,368 ","161,745",5/13/2025
ORD-202367509,Electronics,40352,"$127,365 ","$87,013 ",1/9/2026
ORD-202565656,nan,40808,"$189,261 ","$148,453 ",6/6/2022
ORD-202659841,electronics,"$47,811 ","$268,440 ","220,629",3/19/2026
ORD-202529325,Furniture,"$31,509 ","$131,560 ","100,051",7/26/2026
ORD-202233439,None,20098,"$222,677 ","$202,579 ",3/31/2026
ORD-202270374,electronics,91532,"$288,840 ","$197,308 ",7/25/2022
ORD-202549301,None,54103,"$190,858 ","$136,755 ",2/24/2024
ORD-202313117,HOME APPLIANCES,50972,"$240,507 ","$189,535 ",7/17/2026
ORD-202529325,electronics,41055,"$247,326 ","$206,271 ",8/30/2022
ORD-202665499,Furniture,19526,74822,55296,9/19/2025
ORD-202434423,electronics,23784,"$165,946 ","$142,162 ",8/30/2024
ORD-202297135,Furniture,10355,53940,43585,5/19/2022
ORD-202381544,Furniture,nan,"$26,011 ","$17,723 ",1/11/2026
ORD-202632389,None,1552,"$22,500 ","$20,948 ",6/29/2025
ORD-202478902,nan,"$9,570 ","$117,825 ","108,255",3/16/2023
ORD-202250886,nan,"$10,955 ","$41,727 ","30,772",20-09-2022
ORD-202589435,None,Null,"$26,220 ","24,584",7/5/2025
ORD-202469886,HOME APPLIANCES,"$61,758 ","$292,542 ","230,784",7/16/2026
ORD-202368766,furniture,"$31,098 ","$160,280 ","129,182",10/21/2024
ORD-202684620,Electronics,67241,"$206,645 ","$139,404 ",5/23/2022
ORD-202697656,Furniture,"$23,902 ","$167,958 ","144,056",27-05-2022
ORD-202651046,Home Appliances,"$44,880 ","$153,432 ","108,552",4/20/2022
ORD-202250886,electronics,8418,91157,82739,9/16/2023
ORD-202627042,Home Appliances,10537,"$112,922 ","$102,385 ",3/4/2026
ORD-202678271,Home Appliances,65673,"$240,537 ","$174,864 ",7/31/2023
ORD-202240030,Home Appliances,Null,"$76,064 ","$63,998 ",2/21/2024
ORD-202265351,furniture,39665,"$277,276 ","$237,611 ",1/14/2024
ORD-202682087,None,30986,"$142,312 ","$111,326 ",5/10/2024
ORD-202289937,HOME APPLIANCES,70303,"$212,925 ","$142,622 ",4/9/2025
ORD-202683967,Furniture,"$40,261 ","$267,183 ","226,922",12/9/2024
ORD-202292974,None,"$32,467 ","$230,292 ","197,825",10/28/2023
ORD-202469478,nan,27509,130813,103304,15-07-2025
ORD-202659868,HOME APPLIANCES,54211,275030,220819,1/28/2023
ORD-202427884,nan,53187,199378,146191,3/2/2025
ORD-202633990,Home Appliances,40865,"$270,068 ","$229,203 ",7/30/2023
ORD-202266595,Electronics,39392,228327,188935,19-07-2023
ORD-202393659,electronics,31441,108240,76799,2/16/2025
ORD-202233744,Electronics,$840 ,"$15,161 ","14,321",12/3/2022
ORD-202622847,Electronics,16854,"$105,776 ","$88,922 ",3/30/2023
ORD-202252935,Electronics,40411,"$283,684 ","$243,273 ",23-07-2023
ORD-202415859,None,29295,"$284,637 ","$255,342 ",11/9/2022
ORD-202322595,Electronics,"$25,129 ","$259,312 ","234,183",11/16/2022
ORD-202476833,nan,80069,"$229,581 ","$149,512 ",3/30/2022
ORD-202650442,None,"$32,014 ","$129,414 ","97,400",9/7/2025
ORD-202233439,Furniture,12585,69774,57189,2/19/2024
ORD-202254244,Home Appliances,24260,84153,59893,26-04-2025
ORD-202490836,nan,56204,231910,175706,16-01-2022
ORD-202567807,nan,1018,"$16,141 ","$15,123 ",6/9/2026
ORD-202697131,furniture,6834,"$126,142 ","$119,308 ",5/6/2023
ORD-202643340,Furniture,22322,"$143,081 ","$120,759 ",20-04-2024
ORD-202421990,Home Appliances,22901,"$129,723 ","$106,822 ",4/13/2023
ORD-202476833,electronics,48954,"$243,391 ","$194,437 ",6/10/2022
ORD-202377260,Furniture,,51136,39867,7/13/2025
ORD-202250801,electronics,8551,"$144,617 ","$136,066 ",6/4/2024
ORD-202341261,Electronics,1243,"$19,013 ","$17,770 ",5/1/2022
ORD-202224522,nan,"$4,190 ","$24,301 ","20,111",1/7/2026
ORD-202564384,nan,"$7,241 ","$53,118 ","45,877",11/11/2023
ORD-202675566,nan,"$11,831 ","$53,206 ","41,375",2/6/2026
ORD-202231111,electronics,"$6,877 ","$33,478 ","26,601",2/6/2024
ORD-202511522,HOME APPLIANCES,93305,298871,205566,4/9/2024
ORD-202643340,Furniture,3513,52389,48876,10/2/2026
ORD-202382064,electronics,Null,97243,65489,15-12-2025
ORD-202447655,Furniture,-11492,"$172,722 ","$161,230 ",1/31/2025
ORD-202619699,None,-42077,"$172,287 ","$130,210 ",11/18/2023
ORD-202247817,nan,65122,290698,225576,26-03-2024
ORD-202540314,electronics,2927,"$22,971 ","$20,044 ",3/12/2024
ORD-202670298,None,61965,"$281,469 ","$219,504 ",5/24/2022
ORD-202681595,nan,"$2,648 ","$33,975 ","31,327",6/27/2024
ORD-202335203,Home Appliances,"$31,990 ","$141,845 ","109,855",9/29/2026
ORD-202399727,Home Appliances,32399,120694,88295,2/11/2025
ORD-202379567,nan,40020,"$207,503 ","$167,483 ",7/18/2026
ORD-202440380,nan,24942,"$75,052 ","$50,110 ",7/26/2022
ORD-202218854,furniture,31571,103135,71564,9/19/2025
ORD-202638972,nan,"$44,103 ","$182,626 ","138,523",9/6/2026
ORD-202391877,Electronics,59011,193829,134818,12/7/2026
ORD-202665267,None,77074,268696,191622,2/14/2025
ORD-202229658,nan,"$20,469 ","$181,945 ","161,476",10/22/2022
ORD-202635632,None,6123,"$21,068 ","$14,945 ",6/6/2023
ORD-202480948,nan,"$14,532 ","$72,193 ","57,661",7/10/2024
ORD-202492006,furniture,80302,"$271,359 ","$191,057 ",9/10/2022
ORD-202273630,HOME APPLIANCES,-22629,176360,153731,28-02-2026
ORD-202417431,furniture,"$75,077 ","$268,072 ","192,995",7/25/2026
ORD-202339725,HOME APPLIANCES,"$57,254 ","$202,966 ","145,712",12/9/2024
ORD-202340453,HOME APPLIANCES,11479,"$124,531 ","$113,052 ",17-05-2023
ORD-202284629,furniture,"$3,351 ","$59,324 ","55,973",22-03-2023
ORD-202336680,Furniture,18376,"$113,751 ","$95,375 ",9/4/2026
ORD-202267968,furniture,"($35,386)","$217,927 ","182,541",10/29/2025
ORD-202597611,electronics,"$22,244 ","$158,527 ","136,283",8/7/2023
ORD-202528417,electronics,64381,"$192,875 ","$128,494 ",4/12/2023
ORD-202253127,Home Appliances,"$27,499 ","$99,844 ","72,345",8/5/2023
ORD-202537479,Furniture,24876,"$210,726 ","$185,850 ",5/20/2024
ORD-202474212,Furniture,41718,"$278,054 ","$236,336 ",7/5/2023
ORD-202678923,HOME APPLIANCES,43501,"$138,222 ","$94,721 ",3/17/2025
ORD-202573922,electronics,48686,"$152,890 ","$104,204 ",4/28/2023
ORD-202281897,furniture,"$53,171 ","$228,563 ","175,392",12/21/2026
ORD-202655807,Home Appliances,79897,259334,179437,7/14/2026
ORD-202694072,nan,"$63,536 ","$232,515 ","168,979",7/9/2024
ORD-202334809,electronics,17986,"$121,747 ","$103,761 ",2/25/2023
ORD-202314666,Furniture,68295,"$240,579 ","$172,284 ",7/1/2026
ORD-202660161,Electronics,"$25,174 ","$202,840 ","177,666",19-07-2023
ORD-202458877,HOME APPLIANCES,3617,"$15,310 ","$11,693 ",30-12-2023
ORD-202621168,Furniture,"$34,549 ","$102,078 ","67,529",3/13/2023
ORD-202285454,electronics,19263,"$58,479 ","$39,216 ",25-02-2022
ORD-202540193,Furniture,7176,98916,91740,12/2/2024
ORD-202490836,furniture,17238,"$79,083 ","$61,845 ",3/7/2022
ORD-202415859,None,"($4,851)","$17,962 ","13,111",17-03-2024
ORD-202534106,Electronics,13990,94645,80655,4/28/2024
ORD-202311618,nan,"$2,167 ","$18,628 ","16,461",4/19/2026
ORD-202647047,electronics,16800,78844,62044,25-02-2023
ORD-202468025,electronics,2956,"$57,829 ","$54,873 ",18-05-2023
ORD-202681595,Home Appliances,"$79,679 ","$268,705 ","189,026",4/30/2026
ORD-202669097,nan,13634,49413,35779,4/8/2024
ORD-202564384,Electronics,4798,18328,13530,2/16/2026
ORD-202348958,Home Appliances,"$6,619 ","$64,393 ","57,774",12/19/2023
ORD-202433126,electronics,"$5,418 ","$73,503 ","68,085",5/23/2025
ORD-202610789,HOME APPLIANCES,Null,220370,195883,15-04-2023
ORD-202564384,HOME APPLIANCES,"$26,509 ","$179,847 ","153,338",10/2/2024
ORD-202560404,HOME APPLIANCES,24300,"$212,362 ","$188,062 ",11/12/2023
ORD-202283978,HOME APPLIANCES,,"$221,195 ","$155,950 ",10/12/2025
ORD-202421443,Home Appliances,81258,274154,192896,1/15/2026
ORD-202221018,None,"$31,334 ","$201,959 ","170,625",11/18/2026
ORD-202498732,HOME APPLIANCES,"$35,511 ","$260,217 ","224,706",2/13/2024
ORD-202241263,Furniture,3862,30841,26979,7/1/2022
ORD-202310838,furniture,"$18,832 ","$189,440 ","170,608",5/5/2024
ORD-202280677,Electronics,"$10,622 ","$54,266 ","43,644",7/10/2023
ORD-202467544,Furniture,26628,155213,128585,8/12/2023
ORD-202440827,None,Null,"$131,044 ","96,153",2/2/2022
ORD-202387682,nan,22961,156279,133318,8/2/2022
ORD-202573452,Home Appliances,17674,"$69,214 ","$51,540 ",2/7/2026
ORD-202650442,HOME APPLIANCES,62403,"$248,818 ","$186,415 ",3/7/2023
ORD-202389227,nan,29688,124789,95101,3/2/2022
ORD-202415859,furniture,5939,"$67,698 ","$61,759 ",10/6/2025
ORD-202349468,Furniture,"$34,058 ","$121,012 ","86,954",9/22/2023
ORD-202416128,Furniture,9512,88373,78861,30-12-2022
ORD-202593299,Furniture,6272,22536,16264,10/8/2026
ORD-202270688,Electronics,nan,97340,84540,2/18/2022
ORD-202473821,Electronics,19942,79483,59541,1/30/2026
ORD-202414388,Electronics,nan,"$184,417 ","131,560",7/22/2024
ORD-202532609,HOME APPLIANCES,"$32,891 ","$242,804 ","209,913",12/27/2026
ORD-202690795,Electronics,34741,"$145,324 ","$110,583 ",4/5/2024
ORD-202296962,Electronics,"$3,390 ","$19,418 ","16,028",8/8/2026
ORD-202415698,electronics,72580,236680,164100,7/8/2026
ORD-202631012,electronics,73735,"$226,781 ","$153,046 ",10/3/2023
ORD-202679285,nan,41948,175955,134007,6/10/2026
ORD-202597584,furniture,45610,"$143,734 ","$98,124 ",1/14/2025
ORD-202411664,Electronics,82312,"$261,072 ","$178,760 ",4/6/2026
ORD-202634811,Home Appliances,"$44,708 ","$297,266 ","252,558",8/12/2025
ORD-202321287,nan,69888,288138,218250,4/5/2022
ORD-202459169,Furniture,"$14,826 ","$149,868 ","135,042",13-09-2024
ORD-202453150,Home Appliances,37449,"$119,194 ","$81,745 ",23-12-2022
ORD-202235334,nan,,"$212,802 ","$167,252 ",7/17/2026
ORD-202449964,electronics,5468,53215,47747,4/21/2024
ORD-202635458,HOME APPLIANCES,,158602,126600,3/7/2022
ORD-202463474,HOME APPLIANCES,41141,143246,102105,5/16/2025
ORD-202510602,electronics,"$60,446 ","$221,917 ","161,471",9/28/2025
ORD-202689590,None,11592,154521,142929,4/27/2023
ORD-202692900,nan,29140,214716,185576,12/31/2022
ORD-202663635,None,67509,"$205,844 ","$138,335 ",9/16/2024
ORD-202290346,electronics,10378,174174,163796,11/11/2023
ORD-202230190,None,1802,"$30,452 ","$28,650 ",6/8/2023
ORD-202435016,nan,57636,219854,162218,2/13/2026
ORD-202447862,Furniture,3741,20898,17157,6/17/2022
ORD-202532633,Home Appliances,86761,283879,197118,9/30/2025
ORD-202472909,Electronics,43114,"$148,058 ","$104,944 ",18-08-2025
ORD-202460910,electronics,2790,44764,41974,5/10/2022
ORD-202555585,Home Appliances,29153,90660,61507,4/2/2022
ORD-202632389,electronics,11702,"$53,017 ","$41,315 ",16-03-2022
ORD-202483188,nan,24143,83087,58944,1/10/2026
ORD-202387741,Electronics,18017,"$290,917 ","$272,900 ",8/9/2022
ORD-202597641,HOME APPLIANCES,"$31,202 ","$117,881 ","86,679",9/8/2023
ORD-202257012,nan,5998,"$55,726 ","$49,728 ",8/17/2025
ORD-202553834,Electronics,29349,"$208,922 ","$179,573 ",4/2/2022
ORD-202282133,nan,41882,"$176,566 ","$134,684 ",3/1/2022
ORD-202255320,furniture,"$16,037 ","$58,278 ","42,241",3/2/2024
ORD-202532609,Electronics,9667,"$28,387 ","$18,720 ",8/19/2022
ORD-202299766,Furniture,"$21,018 ","$74,715 ","53,697",5/17/2026
ORD-202219221,Furniture,4881,42955,38074,17-08-2025
ORD-202264845,None,"$39,223 ","$212,025 ","172,802",10/8/2023
ORD-202467471,Electronics,"$12,402 ","$44,431 ","32,029",2/28/2025
ORD-202415859,None,44876,175802,130926,12/21/2026
ORD-202395359,Furniture,None,"$138,794 ","100,210",9/20/2025
ORD-202462079,Electronics,14911,"$163,560 ","$148,649 ",29-01-2023
ORD-202235334,Electronics,29341,"$166,464 ","$137,123 ",25-12-2026
ORD-202337384,Home Appliances,86934,"$253,652 ","$166,718 ",10/21/2022
ORD-202347768,None,12523,"$136,297 ","$123,774 ",4/11/2023
ORD-202533205,electronics,"$14,973 ","$91,472 ","76,499",13-01-2026
ORD-202678959,Electronics,"$39,920 ","$150,396 ","110,476",12/2/2023
ORD-202235233,electronics,9614,95268,85654,4/21/2025
ORD-202646470,Furniture,-4678,"$88,268 ","$83,590 ",15-09-2025
ORD-202687677,HOME APPLIANCES,23946,75392,51446,7/31/2022
ORD-202427881,Electronics,11094,"$35,539 ","$24,445 ",7/11/2025
ORD-202656751,Furniture,55587,244293,188706,11/4/2025
ORD-202351726,nan,22101,"$101,890 ","$79,789 ",1/28/2023
ORD-202534603,electronics,5041,"$39,271 ","$34,230 ",7/1/2022
ORD-202367509,Electronics,48326,"$270,398 ","$222,072 ",1/19/2024
ORD-202270374,furniture,62157,"$221,165 ","$159,008 ",5/17/2024
ORD-202615828,nan,"$34,328 ","$285,297 ","250,969",9/30/2023
ORD-202259712,electronics,44846,228663,183817,3/9/2024
ORD-202314956,furniture,8162,30814,22652,10/3/2025
ORD-202499431,Electronics,"$31,805 ","$169,733 ","137,928",1/20/2026
ORD-202341261,Furniture,"$41,269 ","$167,042 ","125,773",2/18/2022
ORD-202242770,electronics,49324,164462,115138,4/9/2022
ORD-202344757,furniture,"$30,172 ","$135,977 ","105,805",3/5/2025
ORD-202322595,HOME APPLIANCES,"$46,185 ","$145,561 ","99,376",3/3/2024
ORD-202563189,HOME APPLIANCES,71879,"$294,593 ","$222,714 ",29-08-2023
ORD-202449964,HOME APPLIANCES,10919,"$160,370 ","$149,451 ",14-10-2026
ORD-202680603,furniture,17816,68654,50838,28-05-2022
ORD-202696521,HOME APPLIANCES,24317,"$106,910 ","$82,593 ",8/23/2025
ORD-202386983,Home Appliances,82643,283173,200530,3/6/2026
ORD-202445650,Furniture,40834,294607,253773,11/14/2024
ORD-202629765,nan,"$2,892 ","$27,873 ","24,981",12/21/2023
ORD-202697131,Home Appliances,18853,"$221,516 ","$202,663 ",4/23/2023
ORD-202233703,HOME APPLIANCES,nan,"$176,942 ","165,934",7/30/2024
ORD-202238403,HOME APPLIANCES,"$68,190 ","$290,861 ","222,671",9/9/2026
ORD-202270138,None,21815,132776,110961,28-09-2024
ORD-202362810,electronics,"$98,787 ","$290,278 ","191,491",7/18/2023
ORD-202555585,HOME APPLIANCES,52405,157263,104858,9/25/2024
ORD-202470045,electronics,63156,"$238,326 ","$175,170 ",5/11/2026
ORD-202498734,Home Appliances,"$23,850 ","$125,941 ","102,091",7/1/2026
ORD-202297678,nan,3317,"$21,060 ","$17,743 ",15-02-2026
ORD-202514910,Furniture,50171,238934,188763,4/16/2022
ORD-202338888,Home Appliances,12020,112228,100208,12/4/2024
ORD-202482711,Furniture,22011,"$244,523 ","$222,512 ",12/21/2026
ORD-202444579,Home Appliances,"$93,490 ","$291,144 ","197,654",16-02-2024
ORD-202677342,Home Appliances,"$81,220 ","$257,955 ","176,735",12/1/2026
ORD-202685398,Furniture,54030,"$230,431 ","$176,401 ",11/27/2023
ORD-202568391,Furniture,70060,212333,142273,10/25/2022
ORD-202532633,nan,18529,91297,72768,16-10-2026
ORD-202384804,electronics,"$56,596 ","$234,397 ","177,801",10/31/2024
ORD-202511522,electronics,42865,"$217,855 ","$174,990 ",3/15/2022
ORD-202688071,furniture,20583,188379,167796,10/16/2023
ORD-202678271,furniture,"$30,515 ","$98,559 ","68,044",10/9/2025
ORD-202529325,furniture,2535,50112,47577,1/8/2025
ORD-202561955,nan,19858,143052,123194,10/3/2022
ORD-202599217,furniture,"$25,654 ","$141,511 ","115,857",11/22/2026
ORD-202221878,Electronics,"$15,111 ","$264,261 ","249,150",3/2/2022
ORD-202629765,Home Appliances,89801,278119,188318,12/20/2024
ORD-202490836,electronics,"$67,137 ","$217,097 ","149,960",2/14/2025
ORD-202271768,None,29724,"$91,839 ","$62,115 ",6/9/2026
ORD-202288910,HOME APPLIANCES,75139,261882,186743,2/6/2026
ORD-202270374,electronics,28058,"$132,895 ","$104,837 ",12/8/2024
ORD-202390799,electronics,49628,"$176,623 ","$126,995 ",4/25/2022
ORD-202528397,Electronics,"$19,723 ","$86,855 ","67,132",7/15/2025
ORD-202327552,Electronics,20208,61835,41627,12/3/2022
ORD-202579175,Electronics,7954,"$45,167 ","$37,213 ",10/11/2025
ORD-202669727,HOME APPLIANCES,10758,"$72,066 ","$61,308 ",3/9/2026
ORD-202532609,electronics,"$40,045 ","$167,730 ","127,685",15-07-2023
ORD-202626123,electronics,"$8,577 ","$44,900 ","36,323",11/18/2025
ORD-202479352,Furniture,44501,247326,202825,9/22/2022
ORD-202563189,nan,64926,264567,199641,10/11/2022
ORD-202412758,Home Appliances,3224,"$18,279 ","$15,055 ",6/8/2022
ORD-202678271,electronics,"$12,749 ","$39,381 ","26,632",11/1/2024
ORD-202459792,Electronics,"$20,782 ","$85,950 ","65,168",1/13/2024
ORD-202385613,HOME APPLIANCES,"$29,563 ","$192,508 ","162,945",2/27/2026
ORD-202533672,furniture,33015,"$95,476 ","$62,461 ",20-10-2023
ORD-202646470,HOME APPLIANCES,78040,"$232,859 ","$154,819 ",11/25/2024
ORD-202379684,nan,6558,"$83,847 ","$77,289 ",7/5/2022
ORD-202538516,Electronics,"$59,990 ","$259,251 ","199,261",8/20/2024
ORD-202431532,HOME APPLIANCES,29777,109327,79550,8/5/2023
ORD-202659868,furniture,24622,"$233,494 ","$208,872 ",4/16/2025
ORD-202329241,nan,4480,44149,39669,1/26/2023
ORD-202627042,nan,12004,79549,67545,22-03-2024
ORD-202491445,Home Appliances,52373,295293,242920,5/4/2025
ORD-202529245,None,-20691,65508,44817,9/1/2025
ORD-202295495,HOME APPLIANCES,32512,"$284,931 ","$252,419 ",2/17/2024
ORD-202530696,electronics,30193,"$113,978 ","$83,785 ",11/20/2023
ORD-202330716,Home Appliances,Null,"$19,068 ","17,850",29-03-2022
ORD-202336529,furniture,"$15,792 ","$67,176 ","51,384",30-10-2022
ORD-202450856,None,66510,195216,128706,5/31/2022
ORD-202510059,electronics,38625,"$165,451 ","$126,826 ",5/10/2026
ORD-202479352,Furniture,53024,"$162,084 ","$109,060 ",8/3/2023
ORD-202255924,None,21034,288286,267252,5/12/2022
ORD-202499696,None,11330,47531,36201,9/12/2022
ORD-202295509,HOME APPLIANCES,"$12,859 ","$101,030 ","88,171",10/22/2025
ORD-202275333,Furniture,18238,"$92,886 ","$74,648 ",12/15/2024
ORD-202486268,Electronics,55033,181987,126954,6/11/2025
ORD-202329415,electronics,"$12,395 ","$106,782 ","94,387",9/11/2025
ORD-202252733,HOME APPLIANCES,5873,26752,20879,14-05-2025
ORD-202519473,None,21249,"$234,483 ","$213,234 ",7/14/2024
ORD-202387682,electronics,24500,250405,225905,7/18/2024
ORD-202665499,HOME APPLIANCES,"$1,351 ","$23,156 ","21,805",9/16/2026
ORD-202665267,furniture,14880,"$171,279 ","$156,399 ",9/15/2023
ORD-202580335,Furniture,"$25,058 ","$269,282 ","244,224",6/3/2022
ORD-202480948,nan,56931,"$287,761 ","$230,830 ",4/15/2026
ORD-202696791,None,"$76,480 ","$234,556 ","158,076",11/13/2024
ORD-202297678,Electronics,"$8,179 ","$36,393 ","28,214",12/23/2022
ORD-202280017,electronics,"$10,692 ","$94,925 ","84,233",6/24/2023
ORD-202396477,Furniture,"$11,499 ","$38,609 ","27,110",4/11/2024
ORD-202312427,nan,22693,146051,123358,9/14/2023
ORD-202235233,Home Appliances,"$66,332 ","$225,808 ","159,476",4/5/2022
ORD-202349348,furniture,86715,"$249,265 ","$162,550 ",8/21/2026
ORD-202593046,furniture,"$19,746 ","$186,354 ","166,608",7/29/2023
ORD-202371546,HOME APPLIANCES,51187,"$288,703 ","$237,516 ",8/21/2024
ORD-202295509,Electronics,71949,207100,135151,5/6/2025
ORD-202348914,HOME APPLIANCES,51439,160776,109337,7/9/2026
ORD-202660765,furniture,10529,90460,79931,7/2/2025
ORD-202697788,electronics,3613,28447,24834,28-12-2026
ORD-202618048,electronics,56616,"$163,717 ","$107,101 ",7/30/2025
ORD-202511454,HOME APPLIANCES,"($41,967)","$239,340 ","197,373",4/30/2024
ORD-202678959,nan,45311,270001,224690,8/2/2022
ORD-202515090,Furniture,"$25,600 ","$153,783 ","128,183",4/10/2024
ORD-202233703,nan,17546,"$81,433 ","$63,887 ",18-09-2026
ORD-202490836,Furniture,44827,242763,197936,3/23/2023
ORD-202299148,HOME APPLIANCES,34419,163636,129217,2/23/2026
ORD-202434423,Home Appliances,13867,"$64,637 ","$50,770 ",5/3/2024
ORD-202525644,furniture,80169,258613,178444,11/4/2022
ORD-202585720,Home Appliances,12614,81405,68791,7/14/2023
ORD-202517994,nan,30885,99489,68604,7/20/2023
ORD-202530696,Home Appliances,3722,70142,66420,23-03-2025
ORD-202695398,electronics,"$14,776 ","$186,583 ","171,807",10/30/2022
ORD-202646957,Furniture,42961,"$132,016 ","$89,055 ",1/16/2024
ORD-202458406,Furniture,"$3,845 ","$51,164 ","47,319",10/23/2025
ORD-202218644,HOME APPLIANCES,"($9,881)","$49,598 ","39,717",1/19/2026
ORD-202482397,Electronics,13119,"$59,086 ","$45,967 ",11/12/2024
ORD-202557837,nan,11838,"$198,772 ","$186,934 ",8/7/2025
ORD-202299766,None,11733,179359,167626,5/29/2026
ORD-202547456,furniture,30852,"$275,980 ","$245,128 ",6/2/2022
ORD-202384804,electronics,20090,158140,138050,2/14/2025
ORD-202634035,Electronics,5777,"$19,436 ","$13,659 ",3/8/2025
ORD-202415859,Home Appliances,"$48,089 ","$162,472 ","114,383",12/19/2023
ORD-202397153,None,32364,256581,224217,6/18/2025
ORD-202382064,electronics,48694,247961,199267,11/8/2025
ORD-202626123,Electronics,Null,"$237,408 ","$210,022 ",7/2/2026
ORD-202217809,furniture,19640,"$251,874 ","$232,234 ",9/1/2023
ORD-202468025,HOME APPLIANCES,23132,205585,182453,8/5/2023
ORD-202235114,HOME APPLIANCES,13578,"$133,429 ","$119,851 ",2/4/2022
ORD-202264845,Electronics,"$6,909 ","$33,072 ","26,163",2/4/2022
ORD-202664521,HOME APPLIANCES,5620,105423,99803,21-02-2024
ORD-202573207,nan,"$66,817 ","$199,578 ","132,761",10/20/2024
ORD-202669097,furniture,nan,"$144,703 ","$128,781 ",3/15/2024
ORD-202381544,Electronics,13193,262338,249145,4/29/2024
ORD-202367032,electronics,42775,"$196,060 ","$153,285 ",21-11-2022
ORD-202597584,Furniture,"$81,115 ","$237,719 ","156,604",11/14/2026
ORD-202677887,Home Appliances,16158,"$81,339 ","$65,181 ",6/12/2024
ORD-202216359,Home Appliances,"$63,224 ","$283,946 ","220,722",11/22/2024
ORD-202382449,electronics,"$8,321 ","$62,616 ","54,295",5/2/2026
ORD-202532454,furniture,9679,"$29,812 ","$20,133 ",4/20/2026
ORD-202697747,electronics,-81541,252446,170905,1/10/2026
ORD-202597641,electronics,"$17,132 ","$77,545 ","60,413",11/6/2026
ORD-202390135,Home Appliances,6006,52491,46485,1/16/2023
ORD-202659868,Home Appliances,26241,"$200,993 ","$174,752 ",5/3/2023
ORD-202244349,HOME APPLIANCES,"($17,310)","$94,160 ","76,850",27-04-2024
ORD-202394442,furniture,24556,186931,162375,8/30/2024
ORD-202576075,nan,20081,70434,50353,10/7/2022
ORD-202476833,Electronics,6367,118799,112432,28-01-2025
ORD-202469414,None,44689,"$134,549 ","$89,860 ",19-09-2024
ORD-202267407,Home Appliances,50358,"$235,095 ","$184,737 ",9/8/2024
ORD-202589435,furniture,17697,255374,237677,1/4/2025
